1.000000000000000056e-01,3.885378785258806200e+00,6.227102750792988806e-01,8.487723503991658706e-05
2.000000000000000111e-01,1.362493648559852444e+00,2.864185242830728506e-01,4.702429088230713258e-04
3.000000000000000444e-01,3.432482306860795696e-01,1.668462025761359435e-01,1.244484941779294652e-03
4.000000000000000222e-01,1.063583568990606742e-01,1.070626998623497583e-01,2.433821793446868612e-03
5.000000000000000000e-01,4.330063838069978660e-02,7.243981742806611390e-02,4.032788441758320720e-03
6.000000000000000888e-01,3.109877919334712304e-02,5.068453099639191189e-02,6.017161322877704645e-03
7.000000000000000666e-01,2.644327332607961795e-02,3.629280189494998171e-02,8.351370166243482843e-03
8.000000000000000444e-01,2.556537793396631078e-02,2.643134807686247506e-02,1.099325428363097899e-02
9.000000000000000222e-01,2.922770921621677467e-02,1.950000355862301429e-02,1.389728691328991766e-02
1.000000000000000000e+00,3.022088380123384710e-02,1.453384376694218799e-02,1.701682084508259266e-02
1.100000000000000089e+00,4.002848282827741605e-02,1.092221392585028192e-02,2.030566779348045442e-02
1.200000000000000178e+00,4.895818646320771600e-02,8.264195640754911157e-03,2.371920512740827158e-02
1.300000000000000044e+00,5.371123626293240055e-02,6.288916621166801453e-03,2.721513806345773542e-02
1.400000000000000133e+00,5.720508257093877280e-02,4.809142801818410036e-03,3.075400624852506551e-02
1.500000000000000000e+00,5.323238423087059412e-02,3.693038035322089921e-03,3.429949869499174242e-02
1.600000000000000089e+00,6.032648840956386649e-02,2.846351340480165765e-03,3.781862431730260987e-02
1.700000000000000178e+00,6.135513351547440541e-02,2.200843198180874559e-03,4.128177367577738621e-02
1.800000000000000044e+00,5.974122481482178892e-02,1.706577047567016869e-03,4.466269916108060734e-02
1.900000000000000133e+00,5.982103348683195931e-02,1.326676862061439100e-03,4.793843467574619710e-02
2.000000000000000000e+00,5.481082241062987942e-02,1.033698091538436548e-03,5.108917121628240438e-02
2.100000000000000089e+00,5.975896007526839554e-02,8.070770557446489257e-04,5.409810119530027162e-02
2.200000000000000178e+00,6.022894447710683274e-02,6.313147306015484510e-04,5.695124157588688646e-02
2.300000000000000266e+00,5.864163866712418516e-02,4.946687501201284210e-04,5.963724371857292289e-02
2.400000000000000355e+00,5.867710918801765513e-02,3.882020742502215660e-04,6.214719612203353782e-02
2.500000000000000000e+00,5.421669118566442569e-02,3.050850593836425587e-04,6.447442486877991152e-02
2.600000000000000089e+00,5.946632827789729431e-02,2.400795210369639841e-04,6.661429549022898633e-02
2.700000000000000178e+00,6.163889768262214436e-02,1.891547549089064623e-04,6.856401908431516978e-02
2.800000000000000266e+00,5.826033056751941247e-02,1.492000503193846128e-04,7.032246480945546219e-02
2.900000000000000355e+00,6.093835489497616970e-02,1.178082948340405039e-04,7.188998030732893230e-02
3.000000000000000000e+00,5.356048654913528329e-02,9.311230856466342980e-05,7.326822114707690070e-02
3.100000000000000089e+00,5.759525830076690778e-02,7.366052509659692374e-05,7.445999001419757735e-02
3.200000000000000178e+00,5.909388780851589085e-02,5.832219190189292407e-05,7.546908607186803009e-02
3.300000000000000266e+00,5.724055309183224277e-02,4.621482578385645800e-05,7.630016468720862699e-02
3.400000000000000355e+00,6.039742945135079949e-02,3.664852079270245958e-05,7.695860752920642700e-02
3.500000000000000000e+00,5.497043975465060184e-02,2.908306873831809322e-05,7.745040289974922110e-02
3.600000000000000089e+00,6.064572309760506846e-02,2.309485640035289507e-05,7.778203604721441178e-02
3.700000000000000178e+00,6.095609015542290121e-02,1.835124770538818789e-05,7.796038912732158876e-02
3.800000000000000266e+00,5.951953405923748885e-02,1.459071377853467146e-05,7.799265041356416572e-02
3.900000000000000355e+00,5.946632827789729431e-02,1.160738923320591058e-05,7.788623231538584213e-02
4.000000000000000000e+00,5.435857326923829863e-02,9.239045694590192149e-06,7.764869773298922750e-02
4.100000000000000533e+00,6.074326703006183159e-02,7.357709798411351440e-06,7.728769426042657320e-02
4.200000000000000178e+00,5.932444619432368504e-02,5.862332119550220654e-06,7.681089574109828400e-02
4.299999999999999822e+00,5.889879994360208010e-02,4.673049915928445408e-06,7.622595068001984664e-02
4.400000000000000355e+00,6.168323583373870600e-02,3.726690774110872407e-06,7.554043702359240775e-02
4.500000000000000000e+00,5.551136519827597898e-02,2.973244067996297143e-06,7.476182282878773844e-02
4.600000000000000533e+00,5.982990111705505792e-02,2.373088463433293735e-06,7.389743235850548819e-02
4.700000000000000178e+00,6.130192773413447455e-02,1.894810930146159661e-06,7.295441715746509015e-02
4.800000000000000711e+00,6.040629708157389116e-02,1.513489183766475915e-06,7.193973168258481488e-02
4.900000000000000355e+00,6.309318903925455191e-02,1.209337692211368119e-06,7.086011308274738074e-02
5.000000000000000000e+00,5.594587907922094622e-02,9.666392538910547010e-07,6.972206474464293091e-02
5.100000000000000533e+00,6.334148268550826577e-02,7.729011468898975463e-07,6.853184324358845003e-02
5.200000000000000178e+00,6.119551617145407851e-02,6.181880714980002059e-07,6.729544836051705448e-02
5.300000000000000711e+00,5.977669533571485644e-02,4.945944163107687272e-07,6.601861584842758091e-02
5.400000000000000355e+00,5.985650400772568602e-02,3.958264259536799209e-07,6.470681265327873910e-02
5.500000000000000000e+00,5.353388365846518254e-02,3.168711410851307429e-07,6.336523431542548379e-02
5.600000000000000533e+00,5.761299356121338255e-02,2.537339083017009312e-07,6.199880429810652321e-02
5.700000000000000178e+00,5.614096694413501371e-02,2.032301202953880886e-07,6.061217500909910766e-02
5.800000000000000711e+00,5.307276688684964272e-02,1.628198786740839393e-07,5.920973030039592550e-02
5.900000000000000355e+00,5.343633972600814880e-02,1.304766546259957291e-07,5.779558924858420321e-02
6.000000000000000000e+00,4.728220435099161206e-02,1.045828971607169722e-07,5.637361103548673563e-02
6.100000000000000533e+00,5.090019748212480655e-02,8.384701490440756517e-08,5.494740076455569000e-02
6.200000000000000178e+00,5.019078706425591369e-02,6.723732112464786792e-08,5.352031606348521542e-02
6.300000000000000711e+00,4.696296966294999375e-02,5.392944982612141131e-08,5.209547433754584123e-02
6.400000000000000355e+00,4.792067372707401601e-02,4.326447582761179073e-08,5.067576055125760232e-02
6.500000000000000000e+00,4.188181754496125148e-02,3.471554478602101669e-08,4.926383542823631334e-02
6.600000000000000533e+00,4.385929908477165240e-02,2.786127239990288034e-08,4.786214397040034624e-02
6.700000000000000178e+00,4.213897882143888274e-02,2.236453081048536601e-08,4.647292420824314374e-02
6.800000000000000711e+00,4.148277418490937951e-02,1.795552441795973492e-08,4.509821610360086747e-02
6.900000000000000355e+00,4.051620249056276518e-02,1.441828260216018669e-08,4.373987053530808272e-02
7.000000000000000000e+00,3.714650300568339558e-02,1.157987551334744938e-08,4.239955830638051509e-02
7.100000000000000533e+00,3.933680767085464408e-02,9.301800905312352988e-09,4.107877911892802297e-02
7.200000000000000178e+00,3.709329722434319410e-02,7.473102593613057015e-09,3.977887046992494707e-02
7.300000000000000711e+00,3.732385561015039849e-02,6.004870597620324577e-09,3.850101642728618462e-02
7.400000000000000355e+00,3.601144633709245368e-02,4.825844157084659293e-09,3.724625625145426555e-02
7.500000000000000000e+00,3.126726416759122856e-02,3.878895391933742567e-09,3.601549283293150466e-02
7.600000000000000533e+00,3.449508156889642685e-02,3.118216397929643960e-09,3.480950092092945092e-02
7.700000000000000178e+00,3.178158672054650496e-02,2.507068417065971033e-09,3.362893512258673112e-02
7.800000000000000711e+00,3.225157112238465074e-02,2.015980273846760905e-09,3.247433765606187045e-02
7.900000000000000355e+00,3.109877919334725835e-02,1.621306020913457113e-09,3.134614584426968775e-02
8.000000000000000000e+00,2.710834559283221284e-02,1.304069875598488735e-09,3.024469933912859315e-02
8.099999999999999645e+00,2.848282827745406143e-02,1.049040994452075681e-09,2.917024706894893668e-02
8.200000000000001066e+00,2.852716642857038715e-02,8.439921737046547740e-10,2.812295390404901882e-02
8.300000000000000711e+00,2.771134444802115376e-02,6.791057746791625336e-10,2.710290703785595348e-02
8.400000000000000355e+00,2.775568259913798949e-02,5.464975273323434379e-10,2.611012208266273379e-02
8.500000000000000000e+00,2.429730681202494844e-02,4.398347387405137490e-10,2.514454888088747328e-02
8.599999999999999645e+00,2.635459702384603670e-02,3.540301260678956045e-10,2.420607703413958992e-02
8.700000000000001066e+00,2.480276173475641499e-02,2.849962439928860153e-10,2.329454115366036762e-02
8.800000000000000711e+00,2.460767386984278465e-02,2.294484748538890898e-10,2.240972583678697144e-02
8.900000000000000355e+00,2.407561605644078020e-02,1.847469474718244777e-10,2.155137037501051248e-02
9.000000000000000000e+00,2.068818131111467215e-02,1.487696685692707731e-10,2.071917319997123100e-02
9.099999999999999645e+00,2.324205881544430183e-02,1.198106853497785168e-10,1.991279607437662635e-02
9.200000000000001066e+00,2.190304665171553117e-02,9.649832606553332522e-11,1.913186803534922334e-02
9.300000000000000711e+00,2.078572524357170589e-02,7.772954871004753084e-11,1.837598909812700188e-02
9.400000000000000355e+00,2.114043045250637784e-02,6.261721537601883306e-11,1.764473372835958370e-02
9.500000000000000000e+00,1.868409688063378538e-02,5.044774050161345007e-11,1.693765409147783216e-02
9.600000000000001421e+00,1.903880208956811385e-02,4.064706650363328057e-11,1.625428308777485467e-02
9.700000000000001066e+00,1.961519805408729403e-02,3.275332519317534333e-11,1.559413718192810203e-02
9.800000000000000711e+00,1.785053963963730700e-02,2.639486790187908394e-11,1.495671903572722353e-02
9.900000000000000355e+00,1.926936047537598784e-02,2.127260742189933599e-11,1.434151995275459793e-02
1.000000000000000000e+01,1.625436619943128672e-02,1.714582348671794449e-11,1.374802214370268554e-02
